geraetenummer;bezeichnung;serial_nummer;depot;baujahr;status;subgroup;machine_tab_data
DEMO-001299;stampfer gross 49;SN-DEMO-001299;Wien;2020;gross;stampfer;{}
DEMO-001300;stampfer gross 50;SN-DEMO-001300;Wien;2021;gross;stampfer;{}
DEMO-001301;Kipplader 3.2 m3 Swivel klein 01;SN-DEMO-001301;Wien;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001302;Kipplader 3.2 m3 Swivel klein 02;SN-DEMO-001302;Wien;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001303;Kipplader 3.2 m3 Swivel klein 03;SN-DEMO-001303;Wien;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001304;Kipplader 3.2 m3 Swivel klein 04;SN-DEMO-001304;Wien;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001305;Kipplader 3.2 m3 Swivel klein 05;SN-DEMO-001305;Wien;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001306;Kipplader 3.2 m3 Swivel klein 06;SN-DEMO-001306;Wien;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001307;Kipplader 3.2 m3 Swivel klein 07;SN-DEMO-001307;Wien;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001308;Kipplader 3.2 m3 Swivel klein 08;SN-DEMO-001308;Wien;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001309;Kipplader 3.2 m3 Swivel klein 09;SN-DEMO-001309;Wien;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001310;Kipplader 3.2 m3 Swivel klein 10;SN-DEMO-001310;Wien;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001311;Kipplader 3.2 m3 Swivel klein 11;SN-DEMO-001311;Wien;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001312;Kipplader 3.2 m3 Swivel klein 12;SN-DEMO-001312;Wien;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001313;Kipplader 3.2 m3 Swivel klein 13;SN-DEMO-001313;Wien;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001314;Kipplader 3.2 m3 Swivel klein 14;SN-DEMO-001314;Wien;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001315;Kipplader 3.2 m3 Swivel klein 15;SN-DEMO-001315;Wien;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001316;Kipplader 3.2 m3 Swivel klein 16;SN-DEMO-001316;Wien;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001317;Kipplader 3.2 m3 Swivel klein 17;SN-DEMO-001317;Wien;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001318;Kipplader 3.2 m3 Swivel klein 18;SN-DEMO-001318;Wien;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001319;Kipplader 3.2 m3 Swivel klein 19;SN-DEMO-001319;Wien;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001320;Kipplader 3.2 m3 Swivel klein 20;SN-DEMO-001320;Wien;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001321;Kipplader 3.2 m3 Swivel klein 21;SN-DEMO-001321;Wien;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001322;Kipplader 3.2 m3 Swivel klein 22;SN-DEMO-001322;Wien;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001323;Kipplader 3.2 m3 Swivel klein 23;SN-DEMO-001323;Wien;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001324;Kipplader 3.2 m3 Swivel klein 24;SN-DEMO-001324;Wien;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001325;Kipplader 3.2 m3 Swivel klein 25;SN-DEMO-001325;Wien;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001326;Kipplader 3.2 m3 Swivel klein 26;SN-DEMO-001326;Wien;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001327;Kipplader 3.2 m3 Swivel klein 27;SN-DEMO-001327;Wien;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001328;Kipplader 3.2 m3 Swivel klein 28;SN-DEMO-001328;Wien;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001329;Kipplader 3.2 m3 Swivel klein 29;SN-DEMO-001329;Wien;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001330;Kipplader 3.2 m3 Swivel klein 30;SN-DEMO-001330;Wien;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001331;Kipplader 3.2 m3 Swivel klein 31;SN-DEMO-001331;Wien;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001332;Kipplader 3.2 m3 Swivel klein 32;SN-DEMO-001332;Wien;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001333;Kipplader 3.2 m3 Swivel klein 33;SN-DEMO-001333;Wien;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001334;Kipplader 3.2 m3 Swivel klein 34;SN-DEMO-001334;Wien;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001335;Kipplader 3.2 m3 Swivel klein 35;SN-DEMO-001335;Wien;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001336;Kipplader 3.2 m3 Swivel klein 36;SN-DEMO-001336;Wien;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001337;Kipplader 3.2 m3 Swivel klein 37;SN-DEMO-001337;Wien;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001338;Kipplader 3.2 m3 Swivel klein 38;SN-DEMO-001338;Wien;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001339;Kipplader 3.2 m3 Swivel klein 39;SN-DEMO-001339;Wien;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001340;Kipplader 3.2 m3 Swivel klein 40;SN-DEMO-001340;Wien;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001341;Kipplader 3.2 m3 Swivel klein 41;SN-DEMO-001341;Wien;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001342;Kipplader 3.2 m3 Swivel klein 42;SN-DEMO-001342;Wien;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001343;Kipplader 3.2 m3 Swivel klein 43;SN-DEMO-001343;Wien;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001344;Kipplader 3.2 m3 Swivel klein 44;SN-DEMO-001344;Wien;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001345;Kipplader 3.2 m3 Swivel klein 45;SN-DEMO-001345;Wien;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001346;Kipplader 3.2 m3 Swivel klein 46;SN-DEMO-001346;Wien;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001347;Kipplader 3.2 m3 Swivel klein 47;SN-DEMO-001347;Wien;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001348;Kipplader 3.2 m3 Swivel klein 48;SN-DEMO-001348;Wien;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001349;Kipplader 3.2 m3 Swivel klein 49;SN-DEMO-001349;Wien;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001350;Kipplader 3.2 m3 Swivel klein 50;SN-DEMO-001350;Wien;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001351;Kipplader 3.2 m3 Swivel gross 01;SN-DEMO-001351;Wien;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001352;Kipplader 3.2 m3 Swivel gross 02;SN-DEMO-001352;Wien;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001353;Kipplader 3.2 m3 Swivel gross 03;SN-DEMO-001353;Wien;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001354;Kipplader 3.2 m3 Swivel gross 04;SN-DEMO-001354;Wien;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001355;Kipplader 3.2 m3 Swivel gross 05;SN-DEMO-001355;Wien;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001356;Kipplader 3.2 m3 Swivel gross 06;SN-DEMO-001356;Wien;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001357;Kipplader 3.2 m3 Swivel gross 07;SN-DEMO-001357;Wien;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001358;Kipplader 3.2 m3 Swivel gross 08;SN-DEMO-001358;Wien;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001359;Kipplader 3.2 m3 Swivel gross 09;SN-DEMO-001359;Wien;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001360;Kipplader 3.2 m3 Swivel gross 10;SN-DEMO-001360;Wien;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001361;Kipplader 3.2 m3 Swivel gross 11;SN-DEMO-001361;Wien;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001362;Kipplader 3.2 m3 Swivel gross 12;SN-DEMO-001362;Wien;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001363;Kipplader 3.2 m3 Swivel gross 13;SN-DEMO-001363;Wien;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001364;Kipplader 3.2 m3 Swivel gross 14;SN-DEMO-001364;Wien;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001365;Kipplader 3.2 m3 Swivel gross 15;SN-DEMO-001365;Wien;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001366;Kipplader 3.2 m3 Swivel gross 16;SN-DEMO-001366;Wien;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001367;Kipplader 3.2 m3 Swivel gross 17;SN-DEMO-001367;Wien;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001368;Kipplader 3.2 m3 Swivel gross 18;SN-DEMO-001368;Wien;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001369;Kipplader 3.2 m3 Swivel gross 19;SN-DEMO-001369;Wien;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001370;Kipplader 3.2 m3 Swivel gross 20;SN-DEMO-001370;Wien;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001371;Kipplader 3.2 m3 Swivel gross 21;SN-DEMO-001371;Wien;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001372;Kipplader 3.2 m3 Swivel gross 22;SN-DEMO-001372;Wien;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001373;Kipplader 3.2 m3 Swivel gross 23;SN-DEMO-001373;Wien;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001374;Kipplader 3.2 m3 Swivel gross 24;SN-DEMO-001374;Wien;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001375;Kipplader 3.2 m3 Swivel gross 25;SN-DEMO-001375;Wien;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001376;Kipplader 3.2 m3 Swivel gross 26;SN-DEMO-001376;Wien;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001377;Kipplader 3.2 m3 Swivel gross 27;SN-DEMO-001377;Wien;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001378;Kipplader 3.2 m3 Swivel gross 28;SN-DEMO-001378;Wien;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001379;Kipplader 3.2 m3 Swivel gross 29;SN-DEMO-001379;Wien;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001380;Kipplader 3.2 m3 Swivel gross 30;SN-DEMO-001380;Wien;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001381;Kipplader 3.2 m3 Swivel gross 31;SN-DEMO-001381;Wien;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001382;Kipplader 3.2 m3 Swivel gross 32;SN-DEMO-001382;Wien;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001383;Kipplader 3.2 m3 Swivel gross 33;SN-DEMO-001383;Wien;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001384;Kipplader 3.2 m3 Swivel gross 34;SN-DEMO-001384;Wien;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001385;Kipplader 3.2 m3 Swivel gross 35;SN-DEMO-001385;Wien;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001386;Kipplader 3.2 m3 Swivel gross 36;SN-DEMO-001386;Wien;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001387;Kipplader 3.2 m3 Swivel gross 37;SN-DEMO-001387;Wien;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001388;Kipplader 3.2 m3 Swivel gross 38;SN-DEMO-001388;Wien;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001389;Kipplader 3.2 m3 Swivel gross 39;SN-DEMO-001389;Wien;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001390;Kipplader 3.2 m3 Swivel gross 40;SN-DEMO-001390;Wien;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001391;Kipplader 3.2 m3 Swivel gross 41;SN-DEMO-001391;Wien;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001392;Kipplader 3.2 m3 Swivel gross 42;SN-DEMO-001392;Wien;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001393;Kipplader 3.2 m3 Swivel gross 43;SN-DEMO-001393;Wien;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001394;Kipplader 3.2 m3 Swivel gross 44;SN-DEMO-001394;Wien;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001395;Kipplader 3.2 m3 Swivel gross 45;SN-DEMO-001395;Wien;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001396;Kipplader 3.2 m3 Swivel gross 46;SN-DEMO-001396;Wien;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001397;Kipplader 3.2 m3 Swivel gross 47;SN-DEMO-001397;Wien;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001398;Kipplader 3.2 m3 Swivel gross 48;SN-DEMO-001398;Wien;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001399;Kipplader 3.2 m3 Swivel gross 49;SN-DEMO-001399;Wien;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001400;Kipplader 3.2 m3 Swivel gross 50;SN-DEMO-001400;Wien;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001401;Bagger klein 01;SN-DEMO-001401;Wien;2023;klein;Bagger;{}
DEMO-001402;Bagger klein 02;SN-DEMO-001402;Wien;2024;klein;Bagger;{}
DEMO-001403;Bagger klein 03;SN-DEMO-001403;Wien;2025;klein;Bagger;{}
DEMO-001404;Bagger klein 04;SN-DEMO-001404;Wien;2026;klein;Bagger;{}
DEMO-001405;Bagger klein 05;SN-DEMO-001405;Wien;2018;klein;Bagger;{}
DEMO-001406;Bagger klein 06;SN-DEMO-001406;Wien;2019;klein;Bagger;{}
DEMO-001407;Bagger klein 07;SN-DEMO-001407;Wien;2020;klein;Bagger;{}
DEMO-001408;Bagger klein 08;SN-DEMO-001408;Wien;2021;klein;Bagger;{}
DEMO-001409;Bagger klein 09;SN-DEMO-001409;Wien;2022;klein;Bagger;{}
DEMO-001410;Bagger klein 10;SN-DEMO-001410;Wien;2023;klein;Bagger;{}
DEMO-001411;Bagger klein 11;SN-DEMO-001411;Wien;2024;klein;Bagger;{}
DEMO-001412;Bagger klein 12;SN-DEMO-001412;Wien;2025;klein;Bagger;{}
DEMO-001413;Bagger klein 13;SN-DEMO-001413;Wien;2026;klein;Bagger;{}
DEMO-001414;Bagger klein 14;SN-DEMO-001414;Wien;2018;klein;Bagger;{}
DEMO-001415;Bagger klein 15;SN-DEMO-001415;Wien;2019;klein;Bagger;{}
DEMO-001416;Bagger klein 16;SN-DEMO-001416;Wien;2020;klein;Bagger;{}
DEMO-001417;Bagger klein 17;SN-DEMO-001417;Wien;2021;klein;Bagger;{}
DEMO-001418;Bagger klein 18;SN-DEMO-001418;Wien;2022;klein;Bagger;{}
DEMO-001419;Bagger klein 19;SN-DEMO-001419;Wien;2023;klein;Bagger;{}
DEMO-001420;Bagger klein 20;SN-DEMO-001420;Wien;2024;klein;Bagger;{}
DEMO-001421;Bagger klein 21;SN-DEMO-001421;Wien;2025;klein;Bagger;{}
DEMO-001422;Bagger klein 22;SN-DEMO-001422;Wien;2026;klein;Bagger;{}
DEMO-001423;Bagger klein 23;SN-DEMO-001423;Wien;2018;klein;Bagger;{}
DEMO-001424;Bagger klein 24;SN-DEMO-001424;Wien;2019;klein;Bagger;{}
DEMO-001425;Bagger klein 25;SN-DEMO-001425;Wien;2020;klein;Bagger;{}
DEMO-001426;Bagger klein 26;SN-DEMO-001426;Wien;2021;klein;Bagger;{}
DEMO-001427;Bagger klein 27;SN-DEMO-001427;Wien;2022;klein;Bagger;{}
DEMO-001428;Bagger klein 28;SN-DEMO-001428;Wien;2023;klein;Bagger;{}
DEMO-001429;Bagger klein 29;SN-DEMO-001429;Wien;2024;klein;Bagger;{}
DEMO-001430;Bagger klein 30;SN-DEMO-001430;Wien;2025;klein;Bagger;{}
DEMO-001431;Bagger klein 31;SN-DEMO-001431;Wien;2026;klein;Bagger;{}
DEMO-001432;Bagger klein 32;SN-DEMO-001432;Wien;2018;klein;Bagger;{}
DEMO-001433;Bagger klein 33;SN-DEMO-001433;Wien;2019;klein;Bagger;{}
DEMO-001434;Bagger klein 34;SN-DEMO-001434;Wien;2020;klein;Bagger;{}
DEMO-001435;Bagger klein 35;SN-DEMO-001435;Wien;2021;klein;Bagger;{}
DEMO-001436;Bagger klein 36;SN-DEMO-001436;Wien;2022;klein;Bagger;{}
DEMO-001437;Bagger klein 37;SN-DEMO-001437;Wien;2023;klein;Bagger;{}
DEMO-001438;Bagger klein 38;SN-DEMO-001438;Wien;2024;klein;Bagger;{}
DEMO-001439;Bagger klein 39;SN-DEMO-001439;Wien;2025;klein;Bagger;{}
DEMO-001440;Bagger klein 40;SN-DEMO-001440;Wien;2026;klein;Bagger;{}
DEMO-001441;Bagger klein 41;SN-DEMO-001441;Wien;2018;klein;Bagger;{}
DEMO-001442;Bagger klein 42;SN-DEMO-001442;Wien;2019;klein;Bagger;{}
DEMO-001443;Bagger klein 43;SN-DEMO-001443;Wien;2020;klein;Bagger;{}
DEMO-001444;Bagger klein 44;SN-DEMO-001444;Wien;2021;klein;Bagger;{}
DEMO-001445;Bagger klein 45;SN-DEMO-001445;Wien;2022;klein;Bagger;{}
DEMO-001446;Bagger klein 46;SN-DEMO-001446;Wien;2023;klein;Bagger;{}
DEMO-001447;Bagger klein 47;SN-DEMO-001447;Wien;2024;klein;Bagger;{}
DEMO-001448;Bagger klein 48;SN-DEMO-001448;Wien;2025;klein;Bagger;{}
DEMO-001449;Bagger klein 49;SN-DEMO-001449;Wien;2026;klein;Bagger;{}
DEMO-001450;Bagger klein 50;SN-DEMO-001450;Wien;2018;klein;Bagger;{}
DEMO-001451;Bagger gross 01;SN-DEMO-001451;Wien;2019;gross;Bagger;{}
DEMO-001452;Bagger gross 02;SN-DEMO-001452;Wien;2020;gross;Bagger;{}
DEMO-001453;Bagger gross 03;SN-DEMO-001453;Wien;2021;gross;Bagger;{}
DEMO-001454;Bagger gross 04;SN-DEMO-001454;Wien;2022;gross;Bagger;{}
DEMO-001455;Bagger gross 05;SN-DEMO-001455;Wien;2023;gross;Bagger;{}
DEMO-001456;Bagger gross 06;SN-DEMO-001456;Wien;2024;gross;Bagger;{}
DEMO-001457;Bagger gross 07;SN-DEMO-001457;Wien;2025;gross;Bagger;{}
DEMO-001458;Bagger gross 08;SN-DEMO-001458;Wien;2026;gross;Bagger;{}
DEMO-001459;Bagger gross 09;SN-DEMO-001459;Wien;2018;gross;Bagger;{}
DEMO-001460;Bagger gross 10;SN-DEMO-001460;Wien;2019;gross;Bagger;{}
DEMO-001461;Bagger gross 11;SN-DEMO-001461;Wien;2020;gross;Bagger;{}
DEMO-001462;Bagger gross 12;SN-DEMO-001462;Wien;2021;gross;Bagger;{}
DEMO-001463;Bagger gross 13;SN-DEMO-001463;Wien;2022;gross;Bagger;{}
DEMO-001464;Bagger gross 14;SN-DEMO-001464;Wien;2023;gross;Bagger;{}
DEMO-001465;Bagger gross 15;SN-DEMO-001465;Wien;2024;gross;Bagger;{}
DEMO-001466;Bagger gross 16;SN-DEMO-001466;Wien;2025;gross;Bagger;{}
DEMO-001467;Bagger gross 17;SN-DEMO-001467;Wien;2026;gross;Bagger;{}
DEMO-001468;Bagger gross 18;SN-DEMO-001468;Wien;2018;gross;Bagger;{}
DEMO-001469;Bagger gross 19;SN-DEMO-001469;Wien;2019;gross;Bagger;{}
DEMO-001470;Bagger gross 20;SN-DEMO-001470;Wien;2020;gross;Bagger;{}
DEMO-001471;Bagger gross 21;SN-DEMO-001471;Wien;2021;gross;Bagger;{}
DEMO-001472;Bagger gross 22;SN-DEMO-001472;Wien;2022;gross;Bagger;{}
DEMO-001473;Bagger gross 23;SN-DEMO-001473;Wien;2023;gross;Bagger;{}
DEMO-001474;Bagger gross 24;SN-DEMO-001474;Wien;2024;gross;Bagger;{}
DEMO-001475;Bagger gross 25;SN-DEMO-001475;Wien;2025;gross;Bagger;{}
DEMO-001476;Bagger gross 26;SN-DEMO-001476;Wien;2026;gross;Bagger;{}
DEMO-001477;Bagger gross 27;SN-DEMO-001477;Wien;2018;gross;Bagger;{}
DEMO-001478;Bagger gross 28;SN-DEMO-001478;Wien;2019;gross;Bagger;{}
DEMO-001479;Bagger gross 29;SN-DEMO-001479;Wien;2020;gross;Bagger;{}
DEMO-001480;Bagger gross 30;SN-DEMO-001480;Wien;2021;gross;Bagger;{}
DEMO-001481;Bagger gross 31;SN-DEMO-001481;Wien;2022;gross;Bagger;{}
DEMO-001482;Bagger gross 32;SN-DEMO-001482;Wien;2023;gross;Bagger;{}
DEMO-001483;Bagger gross 33;SN-DEMO-001483;Wien;2024;gross;Bagger;{}
DEMO-001484;Bagger gross 34;SN-DEMO-001484;Wien;2025;gross;Bagger;{}
DEMO-001485;Bagger gross 35;SN-DEMO-001485;Wien;2026;gross;Bagger;{}
DEMO-001486;Bagger gross 36;SN-DEMO-001486;Wien;2018;gross;Bagger;{}
DEMO-001487;Bagger gross 37;SN-DEMO-001487;Wien;2019;gross;Bagger;{}
DEMO-001488;Bagger gross 38;SN-DEMO-001488;Wien;2020;gross;Bagger;{}
DEMO-001489;Bagger gross 39;SN-DEMO-001489;Wien;2021;gross;Bagger;{}
DEMO-001490;Bagger gross 40;SN-DEMO-001490;Wien;2022;gross;Bagger;{}
DEMO-001491;Bagger gross 41;SN-DEMO-001491;Wien;2023;gross;Bagger;{}
DEMO-001492;Bagger gross 42;SN-DEMO-001492;Wien;2024;gross;Bagger;{}
DEMO-001493;Bagger gross 43;SN-DEMO-001493;Wien;2025;gross;Bagger;{}
DEMO-001494;Bagger gross 44;SN-DEMO-001494;Wien;2026;gross;Bagger;{}
DEMO-001495;Bagger gross 45;SN-DEMO-001495;Wien;2018;gross;Bagger;{}
DEMO-001496;Bagger gross 46;SN-DEMO-001496;Wien;2019;gross;Bagger;{}
DEMO-001497;Bagger gross 47;SN-DEMO-001497;Wien;2020;gross;Bagger;{}
DEMO-001498;Bagger gross 48;SN-DEMO-001498;Wien;2021;gross;Bagger;{}
DEMO-001499;Bagger gross 49;SN-DEMO-001499;Wien;2022;gross;Bagger;{}
DEMO-001500;Bagger gross 50;SN-DEMO-001500;Wien;2023;gross;Bagger;{}
